,num_channels,num_classes,num_test,num_train,resolution_0,resolution_1,sequence_size
fashion_mnist_num_classes_3_num_dev_examples_8916_num_test_examples_3054_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_4_num_dev_examples_14044_num_test_examples_3396_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_4_num_dev_examples_19112_num_test_examples_4240_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_4_num_dev_examples_22288_num_test_examples_1480_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_4_num_dev_examples_2924_num_test_examples_112_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_4_num_dev_examples_6172_num_test_examples_5200_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_4_num_dev_examples_9496_num_test_examples_4996_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_5_num_dev_examples_11630_num_test_examples_2555_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_5_num_dev_examples_11745_num_test_examples_45_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_5_num_dev_examples_14255_num_test_examples_6875_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_5_num_dev_examples_24790_num_test_examples_2645_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_5_num_dev_examples_26415_num_test_examples_4475_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_5_num_dev_examples_26770_num_test_examples_2245_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_5_num_dev_examples_28475_num_test_examples_635_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_5_num_dev_examples_6550_num_test_examples_5010_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_6_num_dev_examples_14430_num_test_examples_258_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_6_num_dev_examples_15804_num_test_examples_6366_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_6_num_dev_examples_20640_num_test_examples_2010_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_6_num_dev_examples_32298_num_test_examples_1182_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_6_num_dev_examples_7338_num_test_examples_1074_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_7_num_dev_examples_12796_num_test_examples_532_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_7_num_dev_examples_24549_num_test_examples_6657_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_7_num_dev_examples_33838_num_test_examples_3745_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_7_num_dev_examples_5250_num_test_examples_2772_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_7_num_dev_examples_8736_num_test_examples_1414_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_8_num_dev_examples_20728_num_test_examples_4736_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_8_num_dev_examples_24080_num_test_examples_1824_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_8_num_dev_examples_31520_num_test_examples_6736_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_8_num_dev_examples_4824_num_test_examples_5392_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_9_num_dev_examples_17001_num_test_examples_1089_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_9_num_dev_examples_37890_num_test_examples_90_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_9_num_dev_examples_38718_num_test_examples_81_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
fashion_mnist_num_classes_9_num_dev_examples_7992_num_test_examples_4041_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
horses_or_humans_num_classes_2_num_dev_examples_1008_num_test_examples_104_resolution_256_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_1026_num_test_examples_30_resolution_128_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_1030_num_test_examples_120_resolution_128_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_1031_num_test_examples_76_resolution_256_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_1060_num_test_examples_80_resolution_128_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_1155_num_test_examples_128_resolution_256_num_channels_3_original,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_162_num_test_examples_116_resolution_512_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_185_num_test_examples_72_resolution_128_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_188_num_test_examples_78_resolution_128_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_202_num_test_examples_12_resolution_256_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_260_num_test_examples_40_resolution_128_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_266_num_test_examples_24_resolution_512_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_269_num_test_examples_76_resolution_256_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_293_num_test_examples_92_resolution_256_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_307_num_test_examples_74_resolution_256_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_343_num_test_examples_40_resolution_128_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_388_num_test_examples_20_resolution_512_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_405_num_test_examples_26_resolution_512_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_408_num_test_examples_98_resolution_256_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_448_num_test_examples_74_resolution_512_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_464_num_test_examples_46_resolution_256_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_490_num_test_examples_112_resolution_512_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_495_num_test_examples_122_resolution_256_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_504_num_test_examples_98_resolution_512_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_515_num_test_examples_92_resolution_128_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_538_num_test_examples_88_resolution_512_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_539_num_test_examples_26_resolution_512_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_561_num_test_examples_122_resolution_128_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_573_num_test_examples_78_resolution_128_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_589_num_test_examples_92_resolution_256_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_618_num_test_examples_100_resolution_128_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_621_num_test_examples_92_resolution_256_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_653_num_test_examples_102_resolution_128_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_663_num_test_examples_56_resolution_128_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_667_num_test_examples_50_resolution_128_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_685_num_test_examples_34_resolution_512_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_704_num_test_examples_108_resolution_256_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_712_num_test_examples_94_resolution_128_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_716_num_test_examples_92_resolution_256_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_756_num_test_examples_14_resolution_128_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_771_num_test_examples_62_resolution_512_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_780_num_test_examples_104_resolution_256_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_780_num_test_examples_116_resolution_128_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_790_num_test_examples_74_resolution_128_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_806_num_test_examples_34_resolution_512_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_825_num_test_examples_108_resolution_512_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_825_num_test_examples_114_resolution_512_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_859_num_test_examples_60_resolution_256_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_961_num_test_examples_40_resolution_256_num_channels_3,3,2,128,1155,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_966_num_test_examples_66_resolution_256_num_channels_3,3,2,128,1155,256,256,1
imagenette_num_classes_10_num_dev_examples_12064_num_test_examples_1330_resolution_256_num_channels_3_original,3,10,1330,12064,256,256,1
imagenette_num_classes_10_num_dev_examples_1299_num_test_examples_1310_resolution_512_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_10_num_dev_examples_2162_num_test_examples_370_resolution_512_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_10_num_dev_examples_3045_num_test_examples_270_resolution_128_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_10_num_dev_examples_8457_num_test_examples_1150_resolution_256_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_2_num_dev_examples_1004_num_test_examples_352_resolution_256_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_2_num_dev_examples_1028_num_test_examples_98_resolution_256_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_2_num_dev_examples_1040_num_test_examples_1166_resolution_512_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_2_num_dev_examples_1578_num_test_examples_344_resolution_256_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_2_num_dev_examples_2156_num_test_examples_74_resolution_128_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_2_num_dev_examples_443_num_test_examples_1142_resolution_128_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_2_num_dev_examples_736_num_test_examples_1150_resolution_128_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_2_num_dev_examples_871_num_test_examples_256_resolution_256_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_2_num_dev_examples_873_num_test_examples_906_resolution_256_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_3_num_dev_examples_1035_num_test_examples_546_resolution_128_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_3_num_dev_examples_3606_num_test_examples_111_resolution_512_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_3_num_dev_examples_744_num_test_examples_1056_resolution_128_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_3_num_dev_examples_930_num_test_examples_1257_resolution_256_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_3_num_dev_examples_967_num_test_examples_435_resolution_128_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_4_num_dev_examples_1088_num_test_examples_1108_resolution_256_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_4_num_dev_examples_2024_num_test_examples_436_resolution_512_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_4_num_dev_examples_2520_num_test_examples_544_resolution_256_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_4_num_dev_examples_2606_num_test_examples_176_resolution_512_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_4_num_dev_examples_3791_num_test_examples_972_resolution_128_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_4_num_dev_examples_3872_num_test_examples_828_resolution_128_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_4_num_dev_examples_560_num_test_examples_176_resolution_128_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_5_num_dev_examples_1320_num_test_examples_960_resolution_128_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_5_num_dev_examples_1864_num_test_examples_330_resolution_128_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_5_num_dev_examples_3560_num_test_examples_190_resolution_512_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_5_num_dev_examples_4440_num_test_examples_760_resolution_512_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_6_num_dev_examples_1909_num_test_examples_1020_resolution_256_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_6_num_dev_examples_2106_num_test_examples_516_resolution_128_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_6_num_dev_examples_2479_num_test_examples_402_resolution_128_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_6_num_dev_examples_4105_num_test_examples_564_resolution_256_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_6_num_dev_examples_4398_num_test_examples_1236_resolution_128_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_6_num_dev_examples_5947_num_test_examples_396_resolution_256_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_6_num_dev_examples_7458_num_test_examples_306_resolution_512_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_6_num_dev_examples_762_num_test_examples_666_resolution_128_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_7_num_dev_examples_3969_num_test_examples_1295_resolution_512_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_8_num_dev_examples_2121_num_test_examples_1024_resolution_512_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_8_num_dev_examples_3320_num_test_examples_1080_resolution_512_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_8_num_dev_examples_6267_num_test_examples_1024_resolution_256_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_8_num_dev_examples_7280_num_test_examples_768_resolution_512_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_8_num_dev_examples_8192_num_test_examples_1040_resolution_128_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_8_num_dev_examples_8578_num_test_examples_48_resolution_128_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_9_num_dev_examples_10344_num_test_examples_648_resolution_128_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_9_num_dev_examples_2470_num_test_examples_549_resolution_128_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_9_num_dev_examples_3675_num_test_examples_441_resolution_128_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_9_num_dev_examples_5031_num_test_examples_1044_resolution_512_num_channels_3,3,10,1330,12064,256,256,1
imagenette_num_classes_9_num_dev_examples_8381_num_test_examples_801_resolution_512_num_channels_3,3,10,1330,12064,256,256,1
kmnist_num_classes_10_num_dev_examples_16740_num_test_examples_6630_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
kmnist_num_classes_10_num_dev_examples_41700_num_test_examples_3810_resolution_32_num_channels_1,1,10,7000,63000,16,16,1
kmnist_num_classes_10_num_dev_examples_43590_num_test_examples_2570_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
kmnist_num_classes_10_num_dev_examples_44880_num_test_examples_170_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
kmnist_num_classes_10_num_dev_examples_45940_num_test_examples_3240_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
kmnist_num_classes_10_num_dev_examples_62430_num_test_examples_1450_resolution_16_num_channels_1,1,10,7000,63000,16,16,1
